id	created_at	author	location	full_text
1461483945866919941	2021-11-18 23:58:20+00:00	Saint Glow	Los Angeles, CA	#Eternals be like	o	n 
1461483448678428673	2021-11-18 23:56:21+00:00	lɑnᧉ. ★	✰ . . . 𝗷𝗶𝗺𝗶𝗻, you are my shooting star, the brightest among all others, I will love you all the days of my life.  ִ 𝆬     ˓˓   🗝️⃞   ۪ 	"@hudblish jimin.
#gfvip #tzvip #rosmello #prelemi #gregorelli #squidgame #dispatchcouple #bbtvi21 #AFazenda #Dune #Eternals #Eternos #AMAs #TXT 

"	p	n
1461483261142745097	2021-11-18 23:55:37+00:00	Marvel Tesseract	Avengers Tower, New York	Character poster of Harry Styles as Eros in #Eternals 	h	n
1461483004342292486	2021-11-18 23:54:35+00:00	MCU Times	USA	Don’t miss the #1 MOVIE in the WORLD Marvel Studios’ #Eternals! Experience the 	o	p
1461483000034521090	2021-11-18 23:54:34+00:00	Toni Snark	Hamilton, New Zealand	I'm going to see #Eternals tonight.	o	n
1461482237061476353	2021-11-18 23:51:32+00:00	Rabia Connie Dixon #TWDSpoilers		"Lauren ridloff and Lia McHugh went to Harry Styles's concert and he was signing to Lauren on the stage😭
This is so sweat of Harry, I am already in love with him🥺❤️#Eternals #Makkari #laurenridloff "	h	p
1461481459651280896	2021-11-18 23:48:27+00:00	Christian Mason	United States	🚨New Video🚨 Barry Keoghan is the Joker in The Batman? #TheBatman #Joker #BarryKeoghan #RobertPattinson #Batman #Druig #Eternals #SpiderManNoWayHome #DCFanDome  #DoctorStrangeInTheMultiverseOfMadness #MattReeves #BlackPantherWakandaForever 	c	n
1461480656198782979	2021-11-18 23:45:16+00:00	Cards Against Humanity	Hollywood CA	"Add this hysterical #Disney game to your collection! #Eternals   #EternalsTH   #EternalsGilgamesh   #EternalsID   	
@cardsagainstwho @cardsagainst100 @CardsAgainstRef @CardsAgainstUrb @cardsAgainstTW

"	o	n
1461479170475802631	2021-11-18 23:39:21+00:00	Michael Leslie	Midwest	Saw #Eternals a couple days ago. Not sure what folks were on about. I enjoyed it. Glad Marvel still has the wherewithal to make something new and interesting.		o	p
1461479086094569473	2021-11-18 23:39:01+00:00	abicastre.eth	The Metaverse	@Lowtrippy nice, it remembers me the #eternals movie. i just bougth amazing job, have a nice day	o	n
1461479030817964033	2021-11-18 23:38:48+00:00	LaserGeek2000	Philadelphia, Pennsylvania	A new episode of the podcast is posted! #SpiderManNoWayHome #SpiderMan #Eternals #BobaFett #bookofbobafett #obiwanKenobi #StarWars #Marvel #DisneyPlus 	o	n
1461479001323552769	2021-11-18 23:38:41+00:00	Lauren “wear a mask” Shannon	tokyo, japan	Went last night and really enjoyed it! #Eternals 	o	p
1461478974563913728	2021-11-18 23:38:35+00:00	iEarl 💫	Cagayan De Oro City, Northern 	"LOOK: Harry Styles is Eros, the Royal Prince of Titan, brother of Thanos, the Knave of Hearts, defeater of Black Roger, the great adventurer, Starfox. ⭐️🦊

Catch him in Marvel Studios’ #Eternals. Now in the US. Opens Dec 1 in PH theaters.

"	h	n
1461478492566999041	2021-11-18 23:36:40+00:00	Xavier	Youtube 👉🏻	"Oh #Bitcoin and the alts gang dropping? 

@CryptoMinesApp hold my gems

#btc #eternals #cryptomines $eternals "	m	n
1461478442277302275	2021-11-18 23:36:28+00:00	Dannie ✪ Michael day	Sam & Kat♡ ~ Leonardo💙🐢	I’m finally watching #eternals tomorrow night ayy		o	p
1461478046062583809	2021-11-18 23:34:53+00:00	💰𝙏𝘼𝙌𝙐𝙄𝘽𝙊𝙓💰	España	"🇺🇸TAQUILLA MIÉRCOLES🇺🇸

1️⃣ #Eternals $1,61M (123,6M)
2️⃣ #Clifford $715,1k (24,8M)
3️⃣ #Dune $486,0k (94,7M)
4️⃣ #NoTimeToDie $391,6k (151,6M)
5️⃣ #Venom2 $270,3k (203,5M)
6️⃣ #TheFrenchDispatch $204,5k (12,1M)
7️⃣ #Belfast $173,6k (2,3M)
8️⃣ #RonsGoneWrong $102,7k (21,1M) "	m	n
1461477302219464705	2021-11-18 23:31:56+00:00	Mits Jutley	London	"Really enjoyed #MarvelStudios #Eternals 
Great cast but, @kumailn and @BarryKeoghan were my stand out characters
#Kingo #Druig
#OneDirection"
1461477043514847237	2021-11-18 23:30:54+00:00	Kelly-Anne’s Art :)	UK	…The mid and end credits were more interesting than the actual film. Can’t wait to see Dane return as the Black Knight. Also, I thought Harry Styles said his name was Arass. I didn’t find out til later that he’s Eros. And that Pip was annoying already. #Eternals  #danewhitman	p	x
1461477002003816463	2021-11-18 23:30:44+00:00	Lord Stark Potter	Durban, South Africa	"Apparently #goldenglobes is joke awards 💀😬😐

Like just because your talentless favorite from #Eternals didn't win any major awards like GoldenGlobes or #academyawards or Nominations like #RichardMadden,  #AngelinaJolie and #SalmaHayek respectively 

Don't be hating 🤷‍♂️"	c	p
1461476580589547520	2021-11-18 23:29:04+00:00	Andrew Le Breton	London, England	Just watched #Eternals and holy stunt casting, Batman.	c	p
1461476460091383814	2021-11-18 23:28:35+00:00	Team Lunchbox		"We review and discuss Marvel Studio’s latest offereng, Eternals. @Lewbidoo @alexcorrehuh @michellechalm 

"	o	n
1461476340616548357	2021-11-18 23:28:07+00:00	🌻🌸Autumn🐈‍⬛🌹		“My beautiful, beautiful makkari”#Eternals #Druig	e	p 
1461474716133306376	2021-11-18 23:21:39+00:00	Drü - #ReleaseTheAyerCut	Gotham	"Harvesting the core was suicide.

Nearly!

#RestoreTheSnyderverse
#Eternals "	p	p
1461474537070071811	2021-11-18 23:20:57+00:00	Victoria		Fave thinker #Druig, Fave fighter #Makkari #Eternals	e	p 
1461474163437277184	2021-11-18 23:19:28+00:00	Callum Crumlish	Essex, UK	Hey yes I’m 6+ weeks late but #Eternals was a complete snooooze. Really hollow and chaotic. Bad.	p	x
1461474011100196864	2021-11-18 23:18:51+00:00	Louise de Guyenro		"Nothing, just showing my favorite eternals. I love them all btw, well except one
Saw the movie twice already, I just love it so much ! 🔥 #Eternals #MCU "	e	p
1461473879382241285	2021-11-18 23:18:20+00:00	Bad Disney Advice	River Country	If you’ve seen #Eternals how would you rank it amongst other MCU movies	o	n
1461473627585626115	2021-11-18 23:17:20+00:00	The Comically Late Podcast	the comic book multiverse	"not my favorite #eternals story but the art slappssssss! looking for a podcast talking about the 2006 eternals run? check our ep out 😁
.
.
.
#MarvelStudios #Marvel #AgathaHouseOfHarkness #NoWayHome #GreenGoblin #Venom "	a	p
1461473290686541831	2021-11-18 23:16:00+00:00	Carniggus Pro!	Lagos	@MarvelStudios' #Eternals was aweballs.	p	p
1461472862523609096	2021-11-18 23:14:17+00:00	ely✨	Creekwood 	"#eternals fans, you can preorder my Druig and Makkari shirts now!! 

"	e	n
1461472606465445907	2021-11-18 23:13:16+00:00	Paul McDonnell	Plymouth	#eternals was alright.. bring on the Spider-Man next month!		p	x
1461471942188412932	2021-11-18 23:10:38+00:00	Tinsel & Tine	Philadelphia	Tinsel &amp; Tine Contributor Enrico Versace: The ETERNALS VS The AVENGERS - Gilgamesh is also strong, but he has to manipulate cosmic energy around his limbs in order to produce that kind of strength, which takes energy &amp; time, whereas Hulk is... 		p	n
1461471363173072899	2021-11-18 23:08:20+00:00	Lgma Gaming	Skyrim	Cheering for the #eternals to destroy Earth.	o	n
1461471069139726340	2021-11-18 23:07:10+00:00	Just Jared Jr.		"Check out Harry Styles' new character poster as Eros in Marvel's #Eternals! 

"	h	n
1461470334905995276	2021-11-18 23:04:15+00:00	Promise1D ᴺᴸᶻᴸᴴ ❄️💨☀️💧	Prunelli-di-Fiumorbo, France	"Harry in #Eternals really messed my brain up
For a test about mythology today, Eros was on the painting so I wanted to talk about him, but I saw Eros written in English so many times with harry's name I doubted if maybe it was Héros in french
So I didn't talk about Eros at all 🤣"	h	n
1461470153749716992	2021-11-18 23:03:32+00:00	hatake	            정국 지민. she/her!	"@IC4TYUNA Apple 
#gfvip #tzvip #rosmello #prelemi #BTS #followtrick #dispatchcouple #bbtvi21 #Dune #AFazenda #Eternals #Marvel #NoWayHome

"	o	n
1461469999894347776	2021-11-18 23:02:55+00:00	Eternal Jolie 🔥	The Netherlands	Me pretending to be Thena after watching #Eternals 😂 	e	p
1461469452071890944	2021-11-18 23:00:44+00:00	George Machin	Wellington, New Zealand	#eternals tomorrow!!!!!	o	n
1461468868325560329	2021-11-18 22:58:25+00:00	SeaWAW.	Asylum	Phenomenal 👏 #Eternals 		o	p
1461468147987398666	2021-11-18 22:55:33+00:00	ProductionHiveUK	UK	Throughly enjoyed #Eternals. Smart, funny, character driven with wonderful representation. Chloé Zhao keeps an assured hand on the story &amp; elaborate set pieces. It’s a lot of fun too. The negative reaction is bizarre.		o	p
1461467517948510208	2021-11-18 22:53:03+00:00	Not Home Studios		@DiscussingFilm #Eternals is the best #Marvel movie ever.		o	p
1461467422695821327	2021-11-18 22:52:40+00:00	Et		"Spoiler #Eternals

I really explained the myth about Icarus before watching the Eternal,
I did not expect #Ikaris to literally fly into the freaking sun"	p	n
1461467270790582278	2021-11-18 22:52:04+00:00	Eddie	Los Angeles, Ca	@THR Can't wait for #Eternals 2	o	p
1461467210581487625	2021-11-18 22:51:50+00:00	series.hellwatcher		OMG I TOTALLY FORGOT TO TELL NO ONE WHO CARES THAT I SAW #ETERNALS TONIGHT!!!	o	p
1461467202478125058	2021-11-18 22:51:48+00:00	Sonia Arri	Colombia	"I fell in love with the villain 🙄
IT ALWAYS HAPPENS, what’s wrong with me? 😩 I need therapy… #Eternals"	o	n
1461466524867346440	2021-11-18 22:49:06+00:00	1D UPDATES	Worldwide 🌎 | Turn Notifs On	"@/MarvelStudios Meet the Royal Prince of Titan, brother of Thanos, the Knave of Hearts, defeater of Black Roger, the great adventurer, Starfox 🤯  

Check out Eros’ brand new character poster and see @/Harry_Styles in Marvel Studios’ #Eternals only in theaters NOW! "		e	p
